id_user,ds_user_city,ds_institution,ts_firstaccess,ts_lastaccess,n_days_since_firstaccess,n_days_since_lastaccess,n_assignments_flagged,n_assignments_mapped,n_forum_discussions_posted,n_quiz_abandoned,n_quiz_finished,vl_avg_quiz_speed,vl_avg_graded_quiz_speed,vl_quiz_performance,n_interval_using,n_days_using,vl_avg_daily_activity,vl_user_engagement_by_interval,vl_user_engagement_intra_day,n_user_interactions,n_days_discussion_engagement,n_days_quiz_engagement,n_discussion_engagement,n_quiz_engagement,n_questions_answered,n_questions_rigth,n_questions_wrong,n_questions_partial,vl_user_performance,vl_avg_questions_by_day,vl_grades_engagement,n_items_graded,n_items_not_responded,vl_grade_average,n_code_submissions,vl_avg_code_submissions,vl_submissions_by_days_active
6,Passo Fundo,,1658496011,1697723668,466,12,0,9,9,3,2,224.0000,224.0000,38.888888888,454,196,124.7582,43.0769,289.6173,196,64,133,289,4558,20,9,5,0,1.000000000,NULL,NULL,1,276,1.0000000000000,0,NULL,NULL
9,Porto Alegre,,1658496419,1696986988,466,21,0,4,11,0,4,127.5000,166.3333,4.388297872,445,204,47.0157,45.7399,102.7892,204,34,75,208,1447,15,9,4,1,0.361878453,0.0409,0.0252,13,493,0.5897435897436,61,0.3697,3.8125
138,Passo Fundo,,1661452408,1698693573,432,1,0,0,0,0,2,213430.0000,75.0000,13.870967741,431,102,8.6088,23.6111,36.4608,102,6,35,34,550,30,10,7,12,0.430000000,NULL,NULL,1,254,0.4300000000000,0,NULL,NULL
141,porto alegre,,1660757582,1698783785,440,0,0,35,9,0,1,20.0000,20.0000,3.311258278,440,212,45.8413,48.0726,95.3585,212,20,71,84,1750,6,1,0,0,1.000000000,NULL,NULL,1,309,1.0000000000000,0,NULL,NULL
155,Brasília,,1661376457,1692652968,433,71,11,27,2,0,27,134816.2593,363847.7000,80.868085106,362,55,5.7190,15.1515,37.7455,55,12,37,31,837,342,290,21,9,0.374641260,0.2092,0.1172,50,141,0.4298483933333,0,NULL,NULL
172,Feliz,,1661457051,1667592673,432,361,0,10,1,3,16,41043.7500,111.2500,33.333333333,71,32,15.6250,44.4444,35.1563,32,7,15,28,470,145,112,9,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
198,Nova Petrópolis,,1661542019,1662149939,431,424,0,14,0,0,1,170.0000,NULL,NULL,131,3,0.2879,NULL,NULL,3,0,1,0,19,7,5,0,0,0.133333333,0.3061,0.1633,15,144,0.1333333333333,0,NULL,NULL
237,Dois Irmãos ,,1661531319,1671222191,431,319,5,14,3,2,26,40820.1923,131692.3750,80.807228915,283,55,7.2289,19.3662,37.3273,55,8,32,25,951,345,276,8,0,0.532771454,0.3469,0.2245,34,125,0.5887598137255,0,NULL,NULL
257,Gramado,,1661542254,1667580227,431,361,0,14,0,0,7,162.8571,NULL,NULL,300,16,1.2027,5.3156,22.6250,16,0,9,0,152,49,35,0,0,0.636363636,0.1964,0.1607,11,148,0.6363636363636,0,NULL,NULL
426,Fortaleza,,1663352727,1695213634,410,41,0,1,3,0,8,252.3750,793.5000,41.880341880,369,51,11.7189,13.7838,85.0196,51,11,18,37,224,78,52,9,0,0.348219939,0.0235,0.0067,7,105,0.7493755714286,0,NULL,NULL
533,Fortaleza ,,1663952057,1663960419,403,403,0,1,0,0,0,NULL,NULL,NULL,321,2,0.1708,NULL,NULL,2,1,0,2,0,0,0,0,0,0.000000000,NULL,NULL,1,2,0.0000000000000,0,NULL,NULL
1806,fortaleza,,1665425670,1670959186,386,322,0,14,0,0,2,1880.5000,NULL,NULL,64,9,4.6769,NULL,NULL,9,0,3,0,175,82,82,0,0,1.000000000,NULL,NULL,8,46,1.0000000000000,0,NULL,NULL
1869,Fortaleza CE,,1665497131,1665498875,385,385,0,0,0,0,0,NULL,NULL,NULL,373,3,0.0321,NULL,NULL,3,0,0,0,0,0,0,0,0,0.924242433,0.3750,0.3750,3,42,0.9242424333333,0,NULL,NULL
2045,Fortaleza ceará ,,1665769139,1671486370,382,316,0,1,0,0,4,64.0000,NULL,NULL,66,13,6.3731,19.4030,32.8462,13,3,4,13,67,18,4,0,0,0.000000000,NULL,NULL,1,2,0.0000000000000,0,NULL,NULL
2222,Fortaleza ce,,1666091686,1666093172,378,378,0,0,0,0,0,NULL,NULL,NULL,0,1,16.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
2657,Santo Antônio da Patrulha,,1666620995,1692971719,372,67,0,0,0,0,20,197.0000,225.8125,75.581395348,305,20,3.5163,6.5359,53.8000,20,2,9,18,304,83,68,9,2,0.877593361,0.1582,0.0506,25,257,0.8820000000000,0,NULL,NULL
3293,Passo Fundo ,,1667501243,1698797111,362,0,1,51,59,0,7,111.8571,93.2000,5.207413945,362,219,113.9807,60.3306,188.9269,219,82,104,820,2081,18,13,1,1,0.884000000,0.0461,0.0276,10,777,0.8550000000000,7,NULL,7.0000
3680,fortaleza,,1668077732,1668083176,355,355,0,0,0,0,1,2629.0000,2629.0000,NULL,273,4,0.4051,NULL,NULL,4,0,1,0,86,37,14,10,0,0.767437500,NULL,NULL,2,43,0.6899166666667,0,NULL,NULL
5320,Rio Pardo - RS,,1672424588,1692747712,305,70,0,0,0,0,5,20472.2000,25557.7500,87.819875776,235,4,0.9873,NULL,NULL,4,0,3,0,175,109,94,8,5,0.904260870,0.0128,0.0085,3,63,0.9193888888889,0,NULL,NULL
5862,Blumenau ,,1675436449,1693433737,270,62,0,12,0,0,0,NULL,NULL,NULL,208,3,0.1866,NULL,NULL,3,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,90,NULL,0,NULL,NULL
6218,Caxias do sul,,1678214464,1683662600,238,175,0,0,0,0,0,NULL,NULL,NULL,63,4,0.5625,NULL,NULL,4,2,0,5,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
6219,,,1678214561,1678215329,238,238,0,0,0,0,0,NULL,NULL,NULL,0,1,24.0000,NULL,NULL,1,1,0,1,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
6221,Caxias do sul ,,1678221885,1678231560,238,238,0,0,0,0,0,NULL,NULL,NULL,0,1,20.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
6249,Lagoa Vermelha/RS,,1678371916,1698762224,236,0,0,0,4,0,19,13757.7368,240.5333,56.363636363,236,61,13.0127,25.7384,50.5574,61,25,29,172,531,179,130,33,3,0.946301367,0.2373,0.0805,56,106,0.9466849285714,70,5.0000,23.3333
6270,Barra do Ribeiro,,1678372860,1689882436,236,103,0,2,3,0,24,153.5000,167.6111,90.620327354,133,31,11.5224,23.1343,49.8065,31,13,10,82,445,97,93,8,3,0.667900557,0.1229,0.0466,29,405,0.9350340119048,0,NULL,NULL
6310,Campinas ,,1678646178,1684251469,233,168,0,0,0,0,17,2489.5882,2830.7143,88.472222222,72,16,13.2877,21.9178,60.6250,16,6,12,36,490,20,45,0,0,0.958333333,0.4286,0.2143,12,50,0.9486111111111,0,NULL,NULL
6460,Esteio,,1678998712,1697715686,229,12,0,10,0,0,5,174104.6000,174104.6000,41.465517241,217,24,11.8578,11.0092,107.7083,24,9,16,46,760,117,80,29,2,0.987301592,0.6154,0.2821,24,39,0.9870370416667,15,15.0000,7.5000
6476,,,1679009073,1697713002,229,12,0,0,0,0,0,NULL,NULL,NULL,217,4,0.2248,NULL,NULL,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
6767,,,1680360500,1690342769,213,97,0,0,0,0,3,1324.6667,1901.5000,NULL,116,4,1.7265,NULL,NULL,4,0,1,0,151,52,46,3,1,0.852200000,NULL,NULL,2,1,0.8726666666667,0,NULL,NULL
6780,Guarabira PB ,,1680540381,1695864469,211,34,0,0,0,0,3,752.3333,1054.0000,NULL,177,10,1.5506,NULL,NULL,10,1,2,1,119,50,39,5,6,0.766200000,NULL,NULL,2,1,0.7801666666667,0,NULL,NULL
6786,,,1680545939,1698781203,211,0,0,0,0,0,3,157.6667,157.6667,NULL,211,98,26.7972,46.2264,57.9694,98,1,1,1,79,30,23,6,1,0.928571429,NULL,NULL,10,13,0.9350000000000,0,NULL,NULL
6966,Lagoa Vermelha,,1682091438,1682091579,193,193,0,0,0,0,0,NULL,NULL,NULL,0,1,16.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
7782,Passo Fundo,,1683672345,1697740456,175,12,0,0,0,1,3,890376.3333,890376.3333,NULL,163,5,0.9451,NULL,NULL,5,2,3,4,57,16,5,5,0,0.428571429,NULL,NULL,3,60,0.3333333333333,0,NULL,NULL
8600,,,1685035200,1690225057,159,99,0,2,0,0,0,NULL,NULL,NULL,60,3,1.3443,NULL,NULL,3,1,0,3,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
9884,,,1688179613,1698796241,123,0,0,2,0,0,50,103760.5000,105876.3673,81.698028226,123,36,27.8952,29.0323,96.0833,36,14,19,106,1340,224,192,37,13,0.946075127,0.5041,0.1405,61,98,0.9552055136612,6,1.5000,3.0000
10199,,,1689087934,1696953090,112,21,0,0,0,0,2,4045.0000,4045.0000,NULL,91,19,2.6739,20.6522,12.9474,19,1,1,8,73,58,48,6,1,1.000000000,NULL,NULL,2,61,1.0000000000000,0,NULL,NULL
10339,,,1689459973,1697721164,108,12,0,0,0,0,2,1256.0000,1256.0000,NULL,96,5,0.9691,NULL,NULL,5,1,1,1,53,58,48,6,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10363,,,1689612221,1698449969,106,4,0,0,0,0,7,14671.4286,14671.4286,93.333333333,102,36,13.5437,34.9515,38.7500,36,8,14,48,285,68,57,8,1,0.994202899,0.3415,0.1951,28,35,0.9928571428571,151,2.9038,16.7778
10483,,,1690288274,1698518853,98,3,0,0,0,0,2,2518.0000,2518.0000,NULL,95,33,8.5417,34.3750,24.8485,33,7,7,30,112,58,52,2,1,0.989898970,0.3721,0.2558,16,47,0.9895833125000,0,NULL,NULL
10502,Passo Fundo,,1692119556,1698361221,77,5,0,4,0,0,0,NULL,NULL,NULL,83,9,1.6310,NULL,NULL,9,0,1,0,1,0,0,0,0,NULL,NULL,NULL,1,5,NULL,6,NULL,6.0000
10503,Passo Fundo,,1692463467,1693754964,73,58,0,0,0,0,2,798.5000,798.5000,NULL,15,2,5.9375,NULL,NULL,2,1,2,1,44,59,50,5,1,0.964285714,NULL,NULL,3,60,0.9583333333333,0,NULL,NULL
10504,Passo Fundo,,1690409938,1690409938,97,97,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10505,Passo Fundo,,1690811011,1690811011,92,92,0,0,0,0,0,NULL,NULL,NULL,0,1,7.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10506,Passo Fundo,,1690401218,1690401376,97,97,0,0,0,0,0,NULL,NULL,NULL,0,1,10.0000,NULL,NULL,1,0,1,0,3,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10507,Passo Fundo,,1690396923,1694897914,97,45,0,0,0,0,1,33.0000,33.0000,NULL,52,3,0.8113,NULL,NULL,3,1,1,1,12,0,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10508,Passo Fundo,,1690400281,1698796462,97,0,0,0,2,0,11,55852.1818,55852.1818,82.668810289,97,57,36.0612,58.1633,62.0000,57,23,26,122,455,78,65,12,1,0.992525773,0.3889,0.2222,35,28,0.9960714285714,497,7.2029,27.6111
10509,Passo Fundo,,1697665195,1697665195,13,13,0,0,0,0,0,NULL,NULL,NULL,0,1,14.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10510,Passo Fundo,,1690396599,1690398743,97,97,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10511,Passo Fundo,,1690859824,1696178739,91,30,0,0,0,0,2,432769.5000,432769.5000,NULL,61,10,5.4839,NULL,NULL,10,4,6,22,124,60,46,10,1,1.000000000,0.3333,0.1176,17,46,1.0000000000000,10,NULL,10.0000
10512,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,0,1,1.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10513,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10516,,,1690467641,1691542816,96,84,0,0,0,0,2,340825.0000,340825.0000,NULL,12,4,6.6923,NULL,NULL,4,1,3,1,49,61,52,6,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10521,,,1696902063,1696906777,22,22,0,0,0,0,2,1161.0000,1161.0000,NULL,1,2,39.0000,NULL,NULL,2,1,2,9,48,57,47,6,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10530,,,1690662696,1690662696,94,94,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10560,,,1690808687,1696619267,92,25,0,0,0,0,0,NULL,NULL,NULL,67,17,1.8529,25.0000,7.4118,17,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10566,Passo Fundo,,1691438365,1697687009,85,12,0,0,0,0,2,776.5000,776.5000,NULL,81,3,0.6829,NULL,NULL,3,0,1,0,35,61,52,5,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10567,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10568,Passo Fundo,,1691157633,1697826367,88,11,0,0,0,0,2,2244.0000,2244.0000,NULL,77,8,2.5000,NULL,NULL,8,2,1,5,78,58,54,3,0,0.980769231,0.1304,0.0870,6,57,0.9791666666667,0,NULL,NULL
10569,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10570,Passo Fundo,,1690829780,1693349411,92,63,0,0,0,0,2,914.0000,914.0000,NULL,29,6,5.7000,NULL,NULL,6,3,3,9,62,59,53,2,1,0.944545467,0.4118,0.2353,7,56,0.9405844285714,0,NULL,NULL
10571,Passo Fundo,,1690827091,1690827413,92,92,0,0,0,0,0,NULL,NULL,NULL,0,1,7.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10572,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10573,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10574,Passo Fundo,,1691006627,1693310689,90,63,0,0,0,0,2,584.5000,584.5000,NULL,27,4,3.0357,NULL,NULL,4,0,1,0,32,58,51,3,1,1.000000000,0.1600,0.0800,4,59,1.0000000000000,0,NULL,NULL
10575,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10576,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10577,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10578,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10579,Passo Fundo,,1690915597,1692990127,91,67,0,0,0,0,0,NULL,NULL,NULL,24,2,0.2000,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10580,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10581,Passo Fundo,,1692140041,1692141847,77,77,0,0,0,0,1,98.0000,98.0000,NULL,0,1,51.0000,NULL,NULL,1,0,1,0,36,50,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10582,Passo Fundo,,1695920330,1697649903,33,13,0,0,0,0,2,1944.0000,1944.0000,NULL,20,2,3.3333,NULL,NULL,2,1,1,1,35,61,47,10,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10583,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10584,Passo Fundo,,1691512763,1691516350,84,84,0,0,0,0,1,49.0000,49.0000,NULL,0,1,36.0000,NULL,NULL,1,0,1,0,24,44,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10696,Passo Fundo,,1691010858,1698787344,90,0,0,0,2,0,18,52961.8889,46405.2667,60.610412926,90,50,27.0440,54.9451,49.2200,50,20,30,90,1239,101,78,16,1,0.948800000,0.4943,0.2874,43,20,0.9751937984496,429,13.0000,22.5789
10697,Passo Fundo,,1691070129,1691073849,89,89,0,0,0,0,0,NULL,NULL,NULL,75,2,0.1447,NULL,NULL,2,0,1,0,3,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10698,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10699,Passo Fundo,,1691009556,1692746100,90,70,0,0,0,0,3,372.6667,552.5000,NULL,20,2,2.8095,NULL,NULL,2,0,2,0,39,60,45,11,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10700,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10735,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11099,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11100,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11101,Passo Fundo,,1691607939,1698439564,83,4,0,0,0,0,1,34.0000,34.0000,NULL,79,2,0.5875,NULL,NULL,2,1,1,2,30,52,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
11102,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11229,Passo Fundo,,1692131960,1694804296,77,46,0,0,0,0,2,225979.5000,225979.5000,NULL,31,7,3.8438,NULL,NULL,7,0,3,0,60,59,45,11,1,1.000000000,0.3333,0.3333,2,61,1.0000000000000,0,NULL,NULL
11656,Passo Fundo,,1692192492,1692192651,76,76,0,0,0,0,0,NULL,NULL,NULL,43,4,0.2045,NULL,NULL,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11657,Passo Fundo,,1693183407,1696254814,65,29,0,0,0,0,4,1581.5000,1581.5000,76.564885496,40,10,14.2927,NULL,NULL,10,6,4,36,196,65,52,9,1,0.991852491,0.6571,0.2286,23,40,0.9906126521739,12,NULL,12.0000
11658,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11659,Passo Fundo,,1694954580,1694954790,44,44,0,0,0,0,0,NULL,NULL,NULL,0,1,6.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11736,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11799,,,1692297080,1692634956,75,71,0,0,0,0,0,NULL,NULL,NULL,25,4,0.8077,NULL,NULL,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11913,Passo Fundo,,1693172957,1697413166,65,16,0,0,0,0,3,32156.0000,32156.0000,NULL,49,9,3.3800,NULL,NULL,9,2,3,5,70,58,51,4,1,1.000000000,0.1224,0.1020,6,57,1.0000000000000,0,NULL,NULL
11914,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11915,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11916,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11917,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11918,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11919,Passo Fundo,,1692391113,1692391646,74,74,0,0,0,0,0,NULL,NULL,NULL,0,1,6.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
11920,Passo Fundo,,1692388682,1692388825,74,74,0,0,0,0,0,NULL,NULL,NULL,0,1,4.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12109,,,1692624634,1693574329,71,60,0,0,0,0,0,NULL,NULL,NULL,11,4,2.6667,NULL,NULL,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12110,,,1692624817,1692624893,71,71,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12168,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12169,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12170,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12171,Passo Fundo,,1695920246,1697660785,33,13,0,0,0,0,0,NULL,NULL,NULL,20,2,1.1429,NULL,NULL,2,1,1,1,6,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12172,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12173,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12174,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12175,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12176,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12177,Passo Fundo,,1692714277,1698764473,70,0,0,2,0,0,2,2713.5000,2713.5000,NULL,70,14,3.0986,19.7183,15.7143,14,2,1,9,55,60,47,9,1,1.000000000,0.4615,0.1538,6,57,1.0000000000000,0,NULL,NULL
12178,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12179,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12180,Passo Fundo,,1692947641,1692949379,67,67,0,0,0,0,1,79.0000,79.0000,NULL,0,1,50.0000,NULL,NULL,1,0,1,0,36,43,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12181,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12182,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12183,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,0,1,3.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
