id_user,ds_user_city,ds_institution,ts_firstaccess,ts_lastaccess,n_days_since_firstaccess,n_days_since_lastaccess,n_assignments_flagged,n_assignments_mapped,n_forum_discussions_posted,n_quiz_abandoned,n_quiz_finished,vl_avg_quiz_speed,vl_avg_graded_quiz_speed,vl_quiz_performance,n_interval_using,n_days_using,vl_avg_daily_activity,vl_user_engagement_by_interval,vl_user_engagement_intra_day,n_user_interactions,n_days_discussion_engagement,n_days_quiz_engagement,n_discussion_engagement,n_quiz_engagement,n_questions_answered,n_questions_rigth,n_questions_wrong,n_questions_partial,vl_user_performance,vl_avg_questions_by_day,vl_grades_engagement,n_items_graded,n_items_not_responded,vl_grade_average,n_code_submissions,vl_avg_code_submissions,vl_submissions_by_days_active
10579,Passo Fundo,,1690915597,1692990127,41,17,0,0,0,0,0,NULL,NULL,NULL,24,2,0.2000,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10580,Passo Fundo,,0,0,19612,19612,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10581,Passo Fundo,,1692140041,1692141847,27,27,0,0,0,0,1,98.0000,98.0000,NULL,0,1,51.0000,NULL,NULL,1,0,1,0,36,50,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10582,Passo Fundo,,0,0,19612,19612,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10583,Passo Fundo,,0,0,19612,19612,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10584,Passo Fundo,,1691512763,1691516350,34,34,0,0,0,0,1,49.0000,49.0000,NULL,0,1,36.0000,NULL,NULL,1,0,1,0,24,44,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10696,Passo Fundo,,1691010858,1694469816,40,0,0,0,0,0,2,4591.5000,4591.5000,NULL,40,18,11.0732,43.9024,25.2222,18,3,5,8,117,58,49,6,1,1.000000000,0.2250,0.1500,9,54,1.0000000000000,0,NULL,NULL
10697,Passo Fundo,,1691070129,1691073849,39,39,0,0,0,0,0,NULL,NULL,NULL,0,1,10.0000,NULL,NULL,1,0,1,0,3,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10698,Passo Fundo,,0,0,19612,19612,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
10699,Passo Fundo,,1691009556,1692746100,40,20,0,0,0,0,3,372.6667,552.5000,NULL,20,2,2.8095,NULL,NULL,2,0,2,0,39,60,45,11,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
10700,Passo Fundo,,0,0,19612,19612,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
